elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
6/28/2022,"COAL","COAL COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,9,9,12,"CLINT JOHNSON",REP,0,1,11,12,,
6/28/2022,"COAL","COAL COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,9,9,13,"RHONDA HOPKINS",REP,1,1,17,19,,
6/28/2022,"COAL","COAL COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,9,9,14,"MARTY QUINN",REP,0,0,12,12,,
6/28/2022,"COAL","COAL COUNTY",11058,"FOR STATE REPRESENTATIVE DISTRICT 18",REP,4,4,1,"DAVID SMITH",REP,4,38,257,299,,
6/28/2022,"COAL","COAL COUNTY",11058,"FOR STATE REPRESENTATIVE DISTRICT 18",REP,4,4,2,"ANDY BACA",REP,1,12,109,122,,
6/28/2022,"COAL","COAL COUNTY",11337,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,3,3,1,"BROCK JONES",REP,3,30,147,180,COAL
6/28/2022,"COAL","COAL COUNTY",11337,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,3,3,2,"JON FORTNER",REP,0,38,232,270,COAL
6/28/2022,"COAL","COAL COUNTY",13001,"FOR GOVERNOR",DEM,9,9,1,"CONNIE JOHNSON",DEM,1,36,159,196,,
6/28/2022,"COAL","COAL COUNTY",13001,"FOR GOVERNOR",DEM,9,9,2,"JOY HOFMEISTER",DEM,0,51,212,263,,
6/28/2022,"COAL","COAL COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,9,9,1,"JASON BOLLINGER",DEM,0,12,55,67,,
6/28/2022,"COAL","COAL COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,9,9,2,"BRANDON WADE",DEM,0,13,70,83,,
6/28/2022,"COAL","COAL COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,9,9,3,"MADISON HORN",DEM,0,20,67,87,,
6/28/2022,"COAL","COAL COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,9,9,4,"ARYA AZMA",DEM,0,3,16,19,,
6/28/2022,"COAL","COAL COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,9,9,5,"JO GLENN",DEM,1,15,43,59,,
6/28/2022,"COAL","COAL COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,9,9,6,"DENNIS L. BAKER",DEM,0,20,104,124,,
6/28/2022,"COAL","COAL COUNTY",13414,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",DEM,4,4,1,"TODD COATS",DEM,0,10,39,49,COAL
6/28/2022,"COAL","COAL COUNTY",13414,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",DEM,4,4,2,"KENNETH McININCH",DEM,0,13,50,63,COAL
6/28/2022,"COAL","COAL COUNTY",13414,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",DEM,4,4,3,"KELLY CAMPBELL",DEM,0,7,84,91,COAL
6/28/2022,"COAL","COAL COUNTY",13414,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",DEM,4,4,4,"DEE HENSLEY",DEM,0,27,59,86,COAL
6/28/2022,"COAL","COAL COUNTY",13414,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",DEM,4,4,5,"WILLARD DELOZIER",DEM,0,7,48,55,COAL
6/28/2022,"COMANCHE","COMANCHE COUNTY",11001,"FOR GOVERNOR",REP,40,40,1,"MOIRA McCABE",REP,5,11,212,228,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11001,"FOR GOVERNOR",REP,40,40,2,"JOEL KINTSEL",REP,28,99,1080,1207,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11001,"FOR GOVERNOR",REP,40,40,3,"KEVIN STITT",REP,139,265,3596,4000,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11001,"FOR GOVERNOR",REP,40,40,4,"MARK SHERWOOD",REP,27,44,651,722,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,40,40,1,"STEVEN W. McQUILLEN",REP,40,99,1273,1412,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,40,40,2,"CINDY BYRD",REP,150,299,4124,4573,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11004,"FOR ATTORNEY GENERAL",REP,40,40,1,"GENTNER F. DRUMMOND",REP,123,250,3266,3639,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11004,"FOR ATTORNEY GENERAL",REP,40,40,2,"JOHN M. O'CONNOR",REP,69,157,2136,2362,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11005,"FOR STATE TREASURER",REP,40,40,1,"DAVID B. HOOTEN",REP,36,73,1078,1187,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11005,"FOR STATE TREASURER",REP,40,40,2,"CLARK JOLLEY",REP,69,134,1684,1887,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11005,"FOR STATE TREASURER",REP,40,40,3,"TODD RUSS",REP,74,184,2416,2674,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,40,40,1,"JOHN COX",REP,52,70,1311,1433,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,40,40,2,"WILLIAM E. CROZIER",REP,7,21,244,272,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,40,40,3,"APRIL GRACE",REP,59,126,1570,1755,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,40,40,4,"RYAN WALTERS",REP,64,181,2173,2418,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,40,40,1,"KEITH SWINTON",REP,24,46,788,858,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,40,40,2,"SEAN ROBERTS",REP,46,144,1896,2086,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,40,40,3,"LESLIE KATHRYN OSBORN",REP,112,201,2514,2827,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,40,40,1,"HAROLD D SPRADLING",REP,18,36,570,624,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,40,40,2,"JUSTIN HORNBACK",REP,38,102,1605,1745,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,40,40,3,"TODD THOMSEN",REP,59,70,978,1107,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,40,40,4,"KIM DAVID",REP,62,175,2004,2241,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,40,40,1,"JACKSON LAHMEYER",REP,27,75,1107,1209,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,40,40,2,"JAMES LANKFORD",REP,157,310,3966,4433,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,40,40,3,"JOAN FARR",REP,14,32,432,478,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,1,"LUKE HOLLAND",REP,22,65,669,756,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,2,"MARKWAYNE MULLIN",REP,30,85,1423,1538,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,3,"JOHN F. TOMPKINS",REP,4,1,42,47,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,4,"SCOTT PRUITT",REP,7,15,236,258,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,5,"T.W. SHANNON",REP,93,151,1998,2242,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,6,"ADAM HOLLEY",REP,2,2,23,27,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,7,"RANDY J GRELLNER",REP,8,29,310,347,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,8,"ALEX GRAY",REP,4,6,49,59,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,9,"PAUL ROYSE",REP,0,0,17,17,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,10,"LAURA MORENO",REP,6,9,125,140,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,11,"NATHAN DAHM",REP,12,46,483,541,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,12,"JESSICA JEAN GARRISON",REP,4,6,100,110,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,40,40,13,"MICHAEL COIBION",REP,0,0,14,14,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11015,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",REP,40,40,1,"FRANK W BLACKE",REP,5,13,177,195,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11015,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",REP,40,40,2,"JAMES TAYLOR",REP,31,99,1304,1434,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11015,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",REP,40,40,3,"TOM COLE",REP,159,300,3990,4449,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",11338,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,14,14,1,"GAIL TURNER",REP,35,80,868,983,COMANCHE
6/28/2022,"COMANCHE","COMANCHE COUNTY",11338,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,14,14,2,"CHARLIE HALE",REP,12,28,494,534,COMANCHE
6/28/2022,"COMANCHE","COMANCHE COUNTY",11338,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,14,14,3,"JOHN D. O'BRIEN",REP,8,42,660,710,COMANCHE
6/28/2022,"COMANCHE","COMANCHE COUNTY",11415,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,15,15,1,"ALVIN CARGILL",REP,42,64,956,1062,COMANCHE
6/28/2022,"COMANCHE","COMANCHE COUNTY",11415,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,15,15,2,"JOSH POWERS",REP,49,98,1324,1471,COMANCHE
6/28/2022,"COMANCHE","COMANCHE COUNTY",13001,"FOR GOVERNOR",DEM,40,40,1,"CONNIE JOHNSON",DEM,88,134,1562,1784,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",13001,"FOR GOVERNOR",DEM,40,40,2,"JOY HOFMEISTER",DEM,87,119,1507,1713,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,40,40,1,"JASON BOLLINGER",DEM,24,44,559,627,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,40,40,2,"BRANDON WADE",DEM,28,38,488,554,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,40,40,3,"MADISON HORN",DEM,52,78,958,1088,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,40,40,4,"ARYA AZMA",DEM,7,25,283,315,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,40,40,5,"JO GLENN",DEM,30,25,348,403,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,40,40,6,"DENNIS L. BAKER",DEM,32,37,381,450,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",19009,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 3",,40,40,1,"TOMMY SIMS",,62,70,1340,1472,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",19009,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 3",,40,40,2,"NEIL WEST",,145,273,2634,3052,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",19009,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 3",,40,40,3,"STEVEN W. CROW",,52,97,1798,1947,,
6/28/2022,"COMANCHE","COMANCHE COUNTY",19009,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 3",,40,40,4,"JAY WALKER",,105,223,2842,3170,,
6/28/2022,"COTTON","COTTON COUNTY",11001,"FOR GOVERNOR",REP,7,7,1,"MOIRA McCABE",REP,2,1,13,16,,
6/28/2022,"COTTON","COTTON COUNTY",11001,"FOR GOVERNOR",REP,7,7,2,"JOEL KINTSEL",REP,0,18,116,134,,
6/28/2022,"COTTON","COTTON COUNTY",11001,"FOR GOVERNOR",REP,7,7,3,"KEVIN STITT",REP,14,52,335,401,,
6/28/2022,"COTTON","COTTON COUNTY",11001,"FOR GOVERNOR",REP,7,7,4,"MARK SHERWOOD",REP,5,27,89,121,,
6/28/2022,"COTTON","COTTON COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,7,7,1,"STEVEN W. McQUILLEN",REP,2,17,149,168,,
6/28/2022,"COTTON","COTTON COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,7,7,2,"CINDY BYRD",REP,19,77,388,484,,
6/28/2022,"COTTON","COTTON COUNTY",11004,"FOR ATTORNEY GENERAL",REP,7,7,1,"GENTNER F. DRUMMOND",REP,15,57,347,419,,
6/28/2022,"COTTON","COTTON COUNTY",11004,"FOR ATTORNEY GENERAL",REP,7,7,2,"JOHN M. O'CONNOR",REP,6,40,190,236,,
6/28/2022,"COTTON","COTTON COUNTY",11005,"FOR STATE TREASURER",REP,7,7,1,"DAVID B. HOOTEN",REP,3,14,112,129,,
6/28/2022,"COTTON","COTTON COUNTY",11005,"FOR STATE TREASURER",REP,7,7,2,"CLARK JOLLEY",REP,10,28,134,172,,
6/28/2022,"COTTON","COTTON COUNTY",11005,"FOR STATE TREASURER",REP,7,7,3,"TODD RUSS",REP,6,50,261,317,,
6/28/2022,"COTTON","COTTON COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,7,7,1,"JOHN COX",REP,5,28,123,156,,
6/28/2022,"COTTON","COTTON COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,7,7,2,"WILLIAM E. CROZIER",REP,0,2,17,19,,
6/28/2022,"COTTON","COTTON COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,7,7,3,"APRIL GRACE",REP,4,19,144,167,,
6/28/2022,"COTTON","COTTON COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,7,7,4,"RYAN WALTERS",REP,11,45,245,301,,
6/28/2022,"COTTON","COTTON COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,7,7,1,"KEITH SWINTON",REP,2,16,100,118,,
6/28/2022,"COTTON","COTTON COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,7,7,2,"SEAN ROBERTS",REP,7,29,177,213,,
6/28/2022,"COTTON","COTTON COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,7,7,3,"LESLIE KATHRYN OSBORN",REP,10,46,240,296,,
6/28/2022,"COTTON","COTTON COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,7,7,1,"HAROLD D SPRADLING",REP,4,6,78,88,,
6/28/2022,"COTTON","COTTON COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,7,7,2,"JUSTIN HORNBACK",REP,2,24,146,172,,
6/28/2022,"COTTON","COTTON COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,7,7,3,"TODD THOMSEN",REP,6,18,97,121,,
6/28/2022,"COTTON","COTTON COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,7,7,4,"KIM DAVID",REP,7,44,188,239,,
6/28/2022,"COTTON","COTTON COUNTY",11010,"FOR UNITED STATES SENATOR",REP,7,7,1,"JACKSON LAHMEYER",REP,5,22,119,146,,
6/28/2022,"COTTON","COTTON COUNTY",11010,"FOR UNITED STATES SENATOR",REP,7,7,2,"JAMES LANKFORD",REP,15,71,382,468,,
6/28/2022,"COTTON","COTTON COUNTY",11010,"FOR UNITED STATES SENATOR",REP,7,7,3,"JOAN FARR",REP,1,7,43,51,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,1,"LUKE HOLLAND",REP,3,18,64,85,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,2,"MARKWAYNE MULLIN",REP,2,22,166,190,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,3,"JOHN F. TOMPKINS",REP,0,0,8,8,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,4,"SCOTT PRUITT",REP,0,2,31,33,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,5,"T.W. SHANNON",REP,11,29,128,168,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,6,"ADAM HOLLEY",REP,0,2,1,3,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,7,"RANDY J GRELLNER",REP,1,9,42,52,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,8,"ALEX GRAY",REP,0,2,12,14,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,9,"PAUL ROYSE",REP,0,0,1,1,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,10,"LAURA MORENO",REP,1,0,14,15,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,11,"NATHAN DAHM",REP,4,8,37,49,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,12,"JESSICA JEAN GARRISON",REP,0,6,25,31,,
6/28/2022,"COTTON","COTTON COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,7,7,13,"MICHAEL COIBION",REP,0,0,9,9,,
6/28/2022,"COTTON","COTTON COUNTY",11015,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",REP,7,7,1,"FRANK W BLACKE",REP,1,3,26,30,,
6/28/2022,"COTTON","COTTON COUNTY",11015,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",REP,7,7,2,"JAMES TAYLOR",REP,8,32,126,166,,
6/28/2022,"COTTON","COTTON COUNTY",11015,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",REP,7,7,3,"TOM COLE",REP,13,66,393,472,,
6/28/2022,"COTTON","COTTON COUNTY",11339,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,2,2,1,"CODEY McCUISTON",REP,0,17,36,53,COTTON
6/28/2022,"COTTON","COTTON COUNTY",11339,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,2,2,2,"MIKE WOODS",REP,9,32,110,151,COTTON
6/28/2022,"COTTON","COTTON COUNTY",11416,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,3,3,1,"MILTON HONEYCUTT",REP,0,17,128,145,COTTON
6/28/2022,"COTTON","COTTON COUNTY",11416,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,3,3,2,"GREG POWELL",REP,3,6,76,85,COTTON
6/28/2022,"COTTON","COTTON COUNTY",11416,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,3,3,3,"DONALD FORREST WILSON",REP,4,8,55,67,COTTON
6/28/2022,"COTTON","COTTON COUNTY",13001,"FOR GOVERNOR",DEM,7,7,1,"CONNIE JOHNSON",DEM,7,5,72,84,,
6/28/2022,"COTTON","COTTON COUNTY",13001,"FOR GOVERNOR",DEM,7,7,2,"JOY HOFMEISTER",DEM,2,16,103,121,,
6/28/2022,"COTTON","COTTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,1,"JASON BOLLINGER",DEM,1,4,40,45,,
6/28/2022,"COTTON","COTTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,2,"BRANDON WADE",DEM,3,8,43,54,,
6/28/2022,"COTTON","COTTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,3,"MADISON HORN",DEM,3,3,39,45,,
6/28/2022,"COTTON","COTTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,4,"ARYA AZMA",DEM,0,0,10,10,,
6/28/2022,"COTTON","COTTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,5,"JO GLENN",DEM,1,3,23,27,,
6/28/2022,"COTTON","COTTON COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,7,7,6,"DENNIS L. BAKER",DEM,1,2,15,18,,
6/28/2022,"COTTON","COTTON COUNTY",19009,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 3",,7,7,1,"TOMMY SIMS",,3,8,89,100,,
6/28/2022,"COTTON","COTTON COUNTY",19009,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 3",,7,7,2,"NEIL WEST",,10,54,255,319,,
6/28/2022,"COTTON","COTTON COUNTY",19009,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 3",,7,7,3,"STEVEN W. CROW",,7,14,122,143,,
6/28/2022,"COTTON","COTTON COUNTY",19009,"FOR DISTRICT JUDGE DISTRICT 5, OFFICE 3",,7,7,4,"JAY WALKER",,10,41,245,296,,
6/28/2022,"CRAIG","CRAIG COUNTY",11001,"FOR GOVERNOR",REP,13,13,1,"MOIRA McCABE",REP,0,4,36,40,,
6/28/2022,"CRAIG","CRAIG COUNTY",11001,"FOR GOVERNOR",REP,13,13,2,"JOEL KINTSEL",REP,3,15,127,145,,
6/28/2022,"CRAIG","CRAIG COUNTY",11001,"FOR GOVERNOR",REP,13,13,3,"KEVIN STITT",REP,22,60,866,948,,
6/28/2022,"CRAIG","CRAIG COUNTY",11001,"FOR GOVERNOR",REP,13,13,4,"MARK SHERWOOD",REP,7,31,285,323,,
6/28/2022,"CRAIG","CRAIG COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,13,13,1,"STEVEN W. McQUILLEN",REP,8,23,425,456,,
6/28/2022,"CRAIG","CRAIG COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,13,13,2,"CINDY BYRD",REP,19,83,862,964,,
6/28/2022,"CRAIG","CRAIG COUNTY",11004,"FOR ATTORNEY GENERAL",REP,13,13,1,"GENTNER F. DRUMMOND",REP,19,50,559,628,,
6/28/2022,"CRAIG","CRAIG COUNTY",11004,"FOR ATTORNEY GENERAL",REP,13,13,2,"JOHN M. O'CONNOR",REP,11,60,740,811,,
6/28/2022,"CRAIG","CRAIG COUNTY",11005,"FOR STATE TREASURER",REP,13,13,1,"DAVID B. HOOTEN",REP,2,14,232,248,,
6/28/2022,"CRAIG","CRAIG COUNTY",11005,"FOR STATE TREASURER",REP,13,13,2,"CLARK JOLLEY",REP,9,18,334,361,,
6/28/2022,"CRAIG","CRAIG COUNTY",11005,"FOR STATE TREASURER",REP,13,13,3,"TODD RUSS",REP,13,72,686,771,,
6/28/2022,"CRAIG","CRAIG COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,13,13,1,"JOHN COX",REP,9,34,448,491,,
6/28/2022,"CRAIG","CRAIG COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,13,13,2,"WILLIAM E. CROZIER",REP,1,1,37,39,,
6/28/2022,"CRAIG","CRAIG COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,13,13,3,"APRIL GRACE",REP,6,38,356,400,,
6/28/2022,"CRAIG","CRAIG COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,13,13,4,"RYAN WALTERS",REP,9,29,430,468,,
6/28/2022,"CRAIG","CRAIG COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,13,13,1,"KEITH SWINTON",REP,5,7,164,176,,
6/28/2022,"CRAIG","CRAIG COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,13,13,2,"SEAN ROBERTS",REP,6,41,542,589,,
6/28/2022,"CRAIG","CRAIG COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,13,13,3,"LESLIE KATHRYN OSBORN",REP,14,55,540,609,,
6/28/2022,"CRAIG","CRAIG COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,13,13,1,"HAROLD D SPRADLING",REP,3,16,232,251,,
6/28/2022,"CRAIG","CRAIG COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,13,13,2,"JUSTIN HORNBACK",REP,5,8,225,238,,
6/28/2022,"CRAIG","CRAIG COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,13,13,3,"TODD THOMSEN",REP,11,21,300,332,,
6/28/2022,"CRAIG","CRAIG COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,13,13,4,"KIM DAVID",REP,5,54,482,541,,
6/28/2022,"CRAIG","CRAIG COUNTY",11010,"FOR UNITED STATES SENATOR",REP,13,13,1,"JACKSON LAHMEYER",REP,7,36,475,518,,
6/28/2022,"CRAIG","CRAIG COUNTY",11010,"FOR UNITED STATES SENATOR",REP,13,13,2,"JAMES LANKFORD",REP,20,72,779,871,,
6/28/2022,"CRAIG","CRAIG COUNTY",11010,"FOR UNITED STATES SENATOR",REP,13,13,3,"JOAN FARR",REP,3,2,59,64,,
6/28/2022,"CRAIG","CRAIG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,13,13,1,"LUKE HOLLAND",REP,0,2,67,69,,
6/28/2022,"CRAIG","CRAIG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,13,13,2,"MARKWAYNE MULLIN",REP,19,61,833,913,,
